firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral
STEVEN,BROWN,191847032.0,75450.0,19,1990.0,9.0,1.0,,B021065,CPS,1990-09-01,2020-01-11
ROBERT,BREWER,535325255.0,7080.0,65,1963.0,3.0,18.0,,U006079,CPS,1963-03-18,2018-02-06
REBECCA,JONES,478819595.0,39947.0,33,1966.0,9.0,1.0,,B070519,CPS,1966-09-01,2019-10-16
JAMETS,VASQUEZ,612431370.0,12794.0,4,1960.0,12.0,2.0,,B074942,GPS,1960-12-02,2019-12-13
BAREBARA,CLARK,652817522.0,20406.0,20,1967.0,7.0,17.0,,B012130,GPS,1967-07-17,2018-09-22
CHARLOTTE,SMITH,410592395.0,14023.0,9,1979.0,10.0,27.0,,B064464,CPS,1979-10-27,2019-09-01
BLAKE,JACQUELINE,750640608.0,71865.0,21,1978.0,6.0,24.0,,B054975,GPS,1978-06-24,2018-09-15
LINDA,JONES,746380309.0,12552.0,41,1998.0,6.0,2.0,,U011551,CPS,1998-06-02,2022-11-11
JOHN,BROW,591878605.0,71446.0,6,1979.0,2.0,10.0,,B060863,GPS,1979-02-10,2019-09-13
DORIS,ANDERSON,151549735.0,84960.0,32,1997.0,3.0,8.0,,B080809,GPS,1997-03-08,2019-07-19
SOPHIA,CRAWFORD,198112785.0,43524.0,34,1979.0,10.0,17.0,,B081644,GPS,1979-10-17,2020-05-12
DEBORAH,HAWHKINS,354894716.0,20496.0,54,1965.0,12.0,5.0,,B011026,CPS,1965-12-05,2020-04-25
BRANDON,OWENS,612873873.0,2910.0,50,2003.0,4.0,19.0,1.0,U001909,CPS,2003-04-19,2022-06-03
RICHARD,SOTS,857400231.0,16430.0,42,1962.0,7.0,19.0,,B003539,CPS,1962-07-19,2019-01-24
WOODS,MICHAEL,163657566.0,54908.0,35,1991.0,4.0,10.0,,B033984,CPS,1991-04-10,2019-02-15
CYNTHIA,GARCAI,852210973.0,23702.0,45,1963.0,10.0,13.0,,B019036,GPS,1963-10-13,2018-02-16
LLARENCE,WAGNER,872810385.0,87113.0,67,1972.0,7.0,27.0,,B059074,CPS,1972-07-27,2020-03-24
JUDITH,COOK,201998732.0,,1,2004.0,12.0,11.0,,B073642,CPS,2004-12-11,2020-10-18
TYLER,JENSEN,723936070.0,28013.0,21,1960.0,12.0,12.0,,B002571,CPS,1960-12-12,2018-06-19
JOSHUA,EVANS,437535849.0,43693.0,41,1997.0,2.0,15.0,,B079140,CPS,1997-02-15,2018-01-28
MICHAEL,DAVIS,,90239.0,62,1973.0,7.0,17.0,,B019961,CPS,1973-07-17,2018-09-04
FERNANDEZ,SHARON,785917024.0,72455.0,66,1964.0,6.0,4.0,,B043808,GPS,1964-06-04,2021-05-23
MRAK,ANDERSON,576300505.0,85043.0,21,2004.0,7.0,14.0,,B030570,CPS,2004-07-14,2018-09-16
RANDY,FOSTER,682132761.0,14557.0,45,1964.0,4.0,26.0,,U013556,CPS,1964-04-26,2020-10-23
CHRISTPOHER,WILLIAMS,438349882.0,8067.0,50,2000.0,11.0,7.0,,B043101,GPS,2000-11-07,2020-11-17
SMITH,SARAH,231237775.0,69004.0,23,1965.0,5.0,27.0,,B003290,GPS,1965-05-27,2019-05-26
DANIELLE,WEBB,864679012.0,1714.0,40,1999.0,1.0,12.0,,U000713,CPS,1999-01-12,2019-01-08
JULIE,BROWN,534299355.0,14853.0,15,1986.0,12.0,13.0,,B013862,CPS,1986-12-13,2018-04-03
MARY,CARTER,240102105.0,59372.0,31,1974.0,5.0,18.0,,B001914,CPS,1974-05-18,2020-12-10
NATAHN,SMITH,125623188.0,65951.0,25,2003.0,6.0,16.0,,B083075,CPS,2003-06-16,2022-10-02
SAMANTHA,ROBINSON,622487369.0,,23,1970.0,10.0,14.0,,B038076,CPS,1970-10-14,2022-07-22
JAMES,SIMMONS,430825732.0,8083.0,1,1992.0,6.0,8.0,,U007082,GPS,1992-06-08,2018-02-20
JAMES,CARROLL,403434034.0,75695.0,20,1960.0,11.0,6.0,,B016875,CPS,1960-11-06,2022-01-24
CHRISTINA,GARCIA,534315746.0,3115.0,2,1970.0,4.0,10.0,,U002114,GPS,1970-04-10,2018-08-14
SUSAN,JENKINS,685020782.0,97995.0,58,1966.0,8.0,26.0,,B079651,GPS,1966-08-26,2020-05-23
ROBERT,HILL,,1022.0,25,2002.0,8.0,21.0,,B084788,GPS,2002-08-21,2021-02-11
OKEVIN,JONES,788516125.0,88408.0,22,1968.0,9.0,6.0,,B013920,CPS,1968-09-06,2021-01-25
JOHNSON,NICOLE,232240631.0,35005.0,64,1996.0,6.0,27.0,,B012171,GPS,1996-06-27,2021-02-25
GABRIEL,BAKER,947545169.0,21313.0,27,1973.0,6.0,19.0,,B053514,CPS,1973-06-19,2019-02-08
MARY,GARCIA,870040263.0,9260.0,3,1979.0,6.0,9.0,,U008259,CPS,1979-06-09,2018-03-12
DONNA,SIMPSON,940476974.0,,11,1965.0,7.0,27.0,,B012737,CPS,1965-07-27,2018-07-06
THOMAS,HARPER,423453840.0,70249.0,11,1975.0,5.0,28.0,,B058108,CPS,1975-05-28,2022-05-15
CRHISTINA,WHITE,821296442.0,97250.0,8,2003.0,4.0,24.0,,B066675,CPS,2003-04-24,2018-08-20
SCOTT,GONZALEZ,421267616.0,79750.0,32,1996.0,4.0,12.0,,B056569,CPS,1996-04-12,2018-01-19
THOMAS,POWELL,361030925.0,97659.0,23,1964.0,3.0,23.0,,B059794,CPS,1964-03-23,2019-06-27
TOHMAS,CARTER,389238814.0,25116.0,16,1985.0,4.0,20.0,,B061181,CPS,1985-04-20,2022-08-18
SARAKH,SMITH,690885626.0,22125.0,52,1994.0,11.0,24.0,,B040994,CPS,1994-11-24,2018-05-12
DONNA,CARTER,253886463.0,9692.0,59,1967.0,11.0,15.0,,B011506,CPS,1967-11-15,2018-06-28
BRIAN,DAVIS,828719613.0,16069.0,65,1992.0,11.0,2.0,,B071967,CPS,1992-11-02,2022-10-22
BENJAMIN,GUTIERREZ,932349940.0,100003.0,24,1962.0,7.0,22.0,,B062908,CPS,1962-07-22,2018-01-27
LEWIS,THOMAS,674103885.0,63089.0,42,1985.0,5.0,11.0,,B051973,CPS,1985-05-11,2022-05-27
JAMES,LEPE,552185785.0,98695.0,58,1984.0,1.0,14.0,,B084608,CPS,1984-01-14,2019-05-06
PATRICIA,COLEMAN,460743727.0,65433.0,42,1990.0,1.0,4.0,3.0,B055924,GPS,1990-01-04,2019-02-04
RUICHARD,LOPEZ,517337003.0,84552.0,14,2001.0,1.0,5.0,1.0,B068434,CPS,2001-01-05,2022-01-15
BRENDI,OLSON,875905215.0,99780.0,41,1998.0,12.0,19.0,,B050459,CPS,1998-12-19,2019-01-25
BRENDA,WOLFE,582819929.0,70227.0,39,2002.0,6.0,1.0,,B046192,CPS,2002-06-01,2020-03-03
JENNIFER,ROBINSON,111724038.0,15580.0,49,1963.0,3.0,3.0,1.0,U014579,CPS,1963-03-03,2021-11-07
AICE,HANSON,228288050.0,16225.0,60,1981.0,1.0,24.0,,B013578,CPS,1981-01-24,2022-03-28
MARY,ARCIA,879640646.0,3205.0,45,1986.0,1.0,20.0,,B022264,CPS,1986-01-20,2018-04-07
ANDREA,WEOLS,859540468.0,57993.0,25,1971.0,12.0,23.0,,B023876,CPS,1971-12-23,2019-08-08
EVANS,MARY,722658791.0,39549.0,52,1963.0,1.0,12.0,,B071241,CPS,1963-01-12,2020-03-01
MICHWEL,RODRIGUEZ,314581863.0,99251.0,44,1992.0,12.0,7.0,,B059952,GPS,1992-12-07,2020-03-05
JONATAN,GARCIA,469489877.0,27293.0,49,1963.0,9.0,28.0,,B016298,CPS,1963-09-28,2018-01-14
JOHN,ANDRSON,146680508.0,65654.0,59,1967.0,12.0,22.0,,B079439,CPS,1967-12-22,2022-11-15
JAMES,LE,616829174.0,37687.0,7,1979.0,11.0,9.0,,B008809,CPS,1979-11-09,2019-06-12
MARY,THOMPSON,938239126.0,90046.0,47,2000.0,12.0,21.0,,B014659,GPS,2000-12-21,2020-09-17
DIANE,TAYLOR,,47175.0,45,1975.0,6.0,4.0,,B056390,CPS,1975-06-04,2018-04-24
JENNIFER,FLORES,476879702.0,15958.0,7,1976.0,1.0,28.0,,U014957,GPS,1976-01-28,2020-04-28
JAMES,GARCIA,,1287.0,44,1977.0,5.0,24.0,,B000523,GPS,1977-05-24,2021-11-06
DOROTHY,KELLY,789890113.0,3790.0,20,1963.0,11.0,19.0,,B034692,CPS,1963-11-19,2020-04-18
NICOLE,LEE,704722753.0,44884.0,50,1964.0,1.0,10.0,,B064188,GPS,1964-01-10,2021-08-01
ELIZABETH,BKAER,315845774.0,30596.0,5,1961.0,12.0,13.0,,B081688,CPS,1961-12-13,2020-04-20
LINDA,THMAS,859268404.0,53229.0,12,1985.0,2.0,23.0,,B031710,CPS,1985-02-23,2018-09-14
STEVEN,SULLIVAN,860091191.0,43738.0,25,1971.0,12.0,8.0,,B052943,CPS,1971-12-08,2018-05-12
MELISSA,JOHNSON,827019049.0,5851.0,54,1981.0,4.0,19.0,2.0,U004850,CPS,1981-04-19,2022-12-05
ROBERT,YOUNG,547893319.0,13991.0,28,1974.0,2.0,17.0,,U012990,CPS,1974-02-17,2020-05-07
TIMOTHY,SMITH,572488631.0,95795.0,35,1990.0,2.0,2.0,,B051417,CPS,1990-02-02,2020-09-16
EMMA,HILIL,449540356.0,18247.0,9,2000.0,10.0,20.0,,B040442,GPS,2000-10-20,2022-10-25
ROBET,ALLEN,758611148.0,87710.0,14,1997.0,1.0,12.0,,B002900,CPS,1997-01-12,2019-05-07
JOSEPH,SMITH,,58042.0,14,1997.0,9.0,23.0,,B000547,GPS,1997-09-23,2018-06-28
JAMES,ROBINJON,607356508.0,95616.0,60,1970.0,7.0,4.0,,B029234,GPS,1970-07-04,2020-02-28
MARILYN,SILVA,177425896.0,77357.0,59,2002.0,6.0,5.0,,B015984,GPS,2002-06-05,2021-12-16
MARY,REED,407195378.0,66892.0,16,1963.0,2.0,8.0,,B016542,CPS,1963-02-08,2020-12-10
UENNETH,WARD,313933761.0,60407.0,8,2000.0,6.0,26.0,,B081859,GPS,2000-06-26,2022-08-19
FRED,ASTILLO,756618862.0,82707.0,60,2001.0,3.0,10.0,,B029849,GPS,2001-03-10,2021-06-16
MARY,WHITE,439377170.0,6528.0,67,1998.0,2.0,21.0,,U005527,GPS,1998-02-21,2019-10-05
ANNA,HART,202884990.0,56093.0,24,1982.0,10.0,13.0,,B035781,CPS,1982-10-13,2019-02-03
CHRISTOPHER,THOMPSON,339471318.0,68716.0,58,1986.0,6.0,16.0,,B074405,CPS,1986-06-16,2022-08-18
DAVID,BOYD,371193687.0,89907.0,20,1961.0,10.0,19.0,,B041199,GPS,1961-10-19,2022-10-27
MATTHEW,GRANT,539586732.0,11527.0,14,1980.0,7.0,7.0,,U010526,CPS,1980-07-07,2020-10-01
JENNIFER,GONZALEC,956297516.0,89482.0,19,1984.0,6.0,16.0,,B016998,GPS,1984-06-16,2019-12-19
HENRY,RAMNS,782724046.0,51028.0,14,1987.0,1.0,14.0,,B063990,CPS,1987-01-14,2020-01-15
FRANK,JONES,387258784.0,79247.0,9,1989.0,3.0,27.0,,B026359,GPS,1989-03-27,2022-03-16
WAYNE,THOMAS,723965887.0,9574.0,4,2000.0,11.0,18.0,,U008573,CPS,2000-11-18,2020-09-27
MARY,WISE,151571524.0,,36,1980.0,2.0,10.0,,B076348,CPS,1980-02-10,2021-09-03
PAUL,GREEN,780785554.0,1455.0,18,1993.0,5.0,28.0,,B031298,CPS,1993-05-28,2021-09-09
ANDREW,HARDY,983627819.0,81341.0,15,1965.0,11.0,17.0,,B058329,GPS,1965-11-17,2021-09-19
ALEXIS,JOHNSON,235368489.0,4866.0,33,1987.0,8.0,6.0,,U003865,GPS,1987-08-06,2019-12-23
ALAN,PHILLIPS,623332862.0,77314.0,36,1988.0,2.0,28.0,,B049300,GPS,1988-02-28,2021-01-23
PETER,MITH,991032922.0,51781.0,56,2001.0,1.0,28.0,,B063309,CPS,2001-01-28,2022-08-13
ROBERT,ROFINSON,694594120.0,66610.0,47,1982.0,5.0,14.0,,B072821,CPS,1982-05-14,2018-04-26
ROBETR,LEWIS,178104191.0,24427.0,22,1982.0,1.0,8.0,,B007565,GPS,1982-01-08,2019-11-03
MARY,MEYER,719298402.0,34516.0,35,1985.0,11.0,20.0,,B013871,CPS,1985-11-20,2019-09-24
ROGER,COOPSR,559564747.0,98017.0,25,1977.0,1.0,2.0,,B023812,CPS,1977-01-02,2020-11-22
CLARENCE,SANCHEZ,302829644.0,65135.0,9,1978.0,9.0,4.0,,B059651,CPS,1978-09-04,2020-02-04
HALL,KEVIN,452994122.0,17435.0,53,1971.0,2.0,11.0,,B063234,CPS,1971-02-11,2020-09-03
EMILY,EDWARDS,708181814.0,13333.0,45,1983.0,12.0,8.0,,U012332,GPS,1983-12-08,2021-02-10
JENNIFER,CARLSON,458032239.0,15491.0,2,1997.0,11.0,18.0,,U014490,CPS,1997-11-18,2019-09-28
PATKICIA,THOMAS,994949531.0,26776.0,8,1972.0,2.0,8.0,,B083324,GPS,1972-02-08,2019-02-15
IVALN,CLARK,998173635.0,59699.0,36,1982.0,10.0,1.0,,B080839,CPS,1982-10-01,2022-11-22
REBECA,WILLIAMS,861493120.0,99351.0,14,1988.0,10.0,19.0,,B070201,CPS,1988-10-19,2018-01-24
ALEXANDRE,MOORE,587845949.0,20758.0,65,1967.0,3.0,11.0,,B003384,GPS,1967-03-11,2022-08-04
PATRICK,MURPHY,366589012.0,84650.0,31,2004.0,2.0,16.0,,B066301,CPS,2004-02-16,2020-09-26
DAVIS,SUSAN,794814189.0,25539.0,18,1988.0,5.0,23.0,,B020084,CPS,1988-05-23,2021-04-12
AJMES,SMITH,612026776.0,58544.0,39,1996.0,11.0,8.0,,B067406,GPS,1996-11-08,2018-01-02
PAUL,WATSON,611919630.0,4223.0,6,1979.0,2.0,10.0,,B058472,GPS,1979-02-10,2022-06-15
YISABELLA,CAMPBELL,220727876.0,8029.0,16,1990.0,8.0,23.0,,B065616,CPS,1990-08-23,2021-12-11
JAMES,JANET,701520323.0,96577.0,1,1982.0,4.0,17.0,,B015836,CPS,1982-04-17,2018-07-12
PRICE,ROBERT,458658073.0,67547.0,34,1961.0,1.0,2.0,3.0,B000322,GPS,1961-01-02,2019-05-08
RONALD,PARK,155553917.0,,53,1992.0,12.0,21.0,,B066221,CPS,1992-12-21,2022-03-19
DAVTD,BROWN,527165483.0,98950.0,23,2004.0,1.0,9.0,,B005294,GPS,2004-01-09,2018-03-07
ROBERT,CARTER,663552236.0,100225.0,62,1976.0,3.0,9.0,,B036496,GPS,1976-03-09,2019-11-18
JAMES,MOORE,233460472.0,85564.0,60,1981.0,1.0,22.0,3.0,B084097,GPS,1981-01-22,2019-03-08
EMILY,WILLIAMS,363410940.0,97983.0,41,1986.0,11.0,1.0,,B015500,CPS,1986-11-01,2019-06-15
WALKER,CHRISTOPHER,925297785.0,22589.0,5,1979.0,1.0,11.0,,B047803,GPS,1979-01-11,2019-11-21
TERRY,MORALES,177515127.0,,13,1997.0,10.0,5.0,,B017792,GPS,1997-10-05,2021-03-20
MATTHEW,HERNANDEZ,126998565.0,13060.0,60,1981.0,5.0,28.0,,U012059,CPS,1981-05-28,2020-08-19
ROBERT,JENSEN,467650363.0,6685.0,6,1970.0,8.0,20.0,,U005684,GPS,1970-08-20,2022-03-14
MARARET,LONG,670339903.0,87020.0,7,1991.0,12.0,6.0,,B076978,GPS,1991-12-06,2020-02-08
MARY,GREEN,333669491.0,96552.0,16,1970.0,5.0,19.0,,B008442,CPS,1970-05-19,2022-05-15
REBECCA,ROBERTS,,69644.0,39,1982.0,8.0,14.0,,B000082,GPS,1982-08-14,2021-07-03
JOHN,MITCHELL,645122810.0,,39,1966.0,8.0,19.0,,B034125,GPS,1966-08-19,2022-02-13
MATTHEW,BROWN,775143735.0,7984.0,12,1999.0,5.0,6.0,,U006983,GPS,1999-05-06,2021-06-09
JOYCGE,HOLLAND,870760584.0,7820.0,66,2001.0,2.0,4.0,,B015195,CPS,2001-02-04,2022-03-18
DANIEL,JAMES,396307817.0,8649.0,17,2003.0,12.0,26.0,,B039852,GPS,2003-12-26,2020-12-15
ADAM,HALL,741240347.0,9476.0,23,1972.0,11.0,1.0,,U008475,GPS,1972-11-01,2018-07-19
RYN,NICHOLS,461261750.0,79407.0,35,1973.0,11.0,11.0,,B056297,GPS,1973-11-11,2019-01-05
MICAEL,WILLIAMS,453134802.0,65918.0,18,1980.0,2.0,7.0,,B075807,GPS,1980-02-07,2020-04-08
NJANCY,KENNEDY,423627750.0,12439.0,24,1962.0,5.0,3.0,,B075345,CPS,1962-05-03,2021-11-06
RYAN,JOHNSON,201027549.0,12680.0,45,1978.0,3.0,18.0,,U011679,CPS,1978-03-18,2018-07-10
LISA,ORTIZ,210513316.0,,62,1961.0,2.0,28.0,,B032637,GPS,1961-02-28,2020-01-07
JAMES,GARCIA,485061205.0,71044.0,31,1983.0,8.0,9.0,,B050170,CPS,1983-08-09,2021-03-07
JANET,THOMAS,244956521.0,13260.0,29,1990.0,9.0,4.0,,B058910,GPS,1990-09-04,2019-10-26
EDWARD,MARTIN,371674307.0,87653.0,63,1995.0,9.0,14.0,,B075195,GPS,1995-09-14,2021-06-25
AMBER,MARTINEZ,500051427.0,2886.0,21,1965.0,1.0,8.0,3.0,U001885,CPS,1965-01-08,2021-01-10
JOHN,PETERSON,890788872.0,3044.0,57,1990.0,6.0,25.0,,B065010,GPS,1990-06-25,2022-07-26
KENNETH,RAMIREZ,412658949.0,45776.0,20,1982.0,11.0,26.0,,B033857,CPS,1982-11-26,2020-11-14
CARL,PARKER,201280012.0,43838.0,45,1986.0,2.0,6.0,,B056308,CPS,1986-02-06,2020-09-17
NANCY,SNYDER,626980576.0,78458.0,58,1997.0,1.0,10.0,,B054830,CPS,1997-01-10,2022-04-04
ROBERT,BUTLER,829037597.0,38809.0,24,1964.0,12.0,26.0,,B014631,GPS,1964-12-26,2019-11-16
SARAH,LOPEZ,788452270.0,82743.0,27,1981.0,8.0,7.0,,B080050,CPS,1981-08-07,2020-03-13
JACQUELINE,WARD,332405180.0,56272.0,19,1991.0,6.0,24.0,,B027450,CPS,1991-06-24,2022-08-14
AUSTIN,ROBERTS,228861158.0,64911.0,25,1999.0,8.0,7.0,,B065973,CPS,1999-08-07,2020-05-01
GEORGE,MURPHY,763098907.0,11399.0,4,1992.0,1.0,10.0,,U010398,CPS,1992-01-10,2021-04-19
REBECCA,MARTIN,223078701.0,94658.0,17,1994.0,12.0,5.0,,B004958,GPS,1994-12-05,2020-12-18
RFOBERT,MILLER,455243610.0,29220.0,49,1960.0,12.0,7.0,,B038782,CPS,1960-12-07,2019-01-14
GONZALES,MARY,710818142.0,58097.0,63,2002.0,7.0,8.0,,B024234,GPS,2002-07-08,2021-04-11
ANDREWS,KEITH,685969806.0,81615.0,13,2003.0,1.0,19.0,,B021103,GPS,2003-01-19,2020-07-04
JEFFREY,RILEY,981662977.0,37154.0,12,1999.0,4.0,12.0,,B022339,GPS,1999-04-12,2020-10-02
MARIA,WILLIAMS,578246892.0,59977.0,23,1990.0,1.0,11.0,,B032611,CPS,1990-01-11,2018-09-22
GEORGE,AUSTIN,123115616.0,86053.0,56,1982.0,10.0,27.0,,B068701,GPS,1982-10-27,2022-02-15
RICHARD,EVANS,,29770.0,47,1974.0,3.0,13.0,,B040601,GPS,1974-03-13,2018-01-23
WILLIAM,JOHNSON,182462131.0,11891.0,20,1967.0,5.0,21.0,,B067769,CPS,1967-05-21,2022-09-23
AMANDA,CASTILLO,436100895.0,61509.0,45,1982.0,6.0,20.0,,B023480,GPS,1982-06-20,2019-01-17
ROBERT,ROSS,345913939.0,4035.0,61,1998.0,10.0,11.0,,U003034,CPS,1998-10-11,2022-05-14
HEATHEMR,PATEL,671532441.0,18507.0,2,2000.0,1.0,16.0,,B024158,CPS,2000-01-16,2021-10-21
KATHRYN,BROWN,288620245.0,42213.0,22,1984.0,8.0,16.0,,B002146,GPS,1984-08-16,2018-04-28
MICHELLE,PEARON,449681691.0,5126.0,51,1963.0,11.0,24.0,,B000817,GPS,1963-11-24,2018-05-02
GLORIA,GARZA,445896445.0,40775.0,54,1978.0,11.0,16.0,,B045347,CPS,1978-11-16,2021-08-14
FRANK,GRAHAM,668036092.0,1195.0,5,1991.0,11.0,14.0,,B057005,GPS,1991-11-14,2019-02-11
JOSEPH,WHITE,743315652.0,1339.0,34,1980.0,3.0,17.0,,B020289,GPS,1980-03-17,2021-02-27
SARA,LOPEZ,327769867.0,17097.0,10,1960.0,3.0,15.0,,B067336,GPS,1960-03-15,2021-08-19
DANIELLE,RIERA,919901854.0,45259.0,60,1963.0,8.0,24.0,,B074903,CPS,1963-08-24,2020-09-05
DOROTHOY,ANDERSON,394444953.0,35106.0,38,1986.0,3.0,2.0,,B038700,GPS,1986-03-02,2022-05-25
ILNDA,WILSON,958345507.0,3499.0,30,1992.0,4.0,24.0,,B034618,GPS,1992-04-24,2018-10-15
JAMED,ALVAREZ,684899705.0,16475.0,61,1975.0,3.0,14.0,,B022009,GPS,1975-03-14,2021-01-13
MYERS,DANIEL,741812683.0,82016.0,28,1964.0,5.0,2.0,,B074432,GPS,1964-05-02,2019-05-26
ABIGUIL,WELCH,420642600.0,11456.0,10,1964.0,4.0,14.0,,B059082,CPS,1964-04-14,2021-11-26
ALEXANDER,RODRIGUEZ,349559855.0,7225.0,54,1978.0,11.0,23.0,,U006224,CPS,1978-11-23,2020-05-06
CHRISTOPHER,GARDBER,578431600.0,6860.0,33,1994.0,12.0,14.0,,B003464,GPS,1994-12-14,2018-06-19
RANDY,MCGUIRE,903596706.0,17579.0,65,1977.0,10.0,20.0,2.0,B078738,CPS,1977-10-20,2018-01-05
DONALD,WIXLLIAMS,676049778.0,99102.0,42,1965.0,4.0,16.0,,B079293,CPS,1965-04-16,2018-03-04
AMY,JOHNSON,346935431.0,22823.0,6,1977.0,8.0,11.0,3.0,B078786,GPS,1977-08-11,2020-04-03
ICHARD,ELLIS,196317792.0,99463.0,17,1977.0,10.0,16.0,,B067350,GPS,1977-10-16,2019-11-04
MARY,FOWELR,634099324.0,31805.0,14,1968.0,10.0,11.0,,B062432,GPS,1968-10-11,2018-10-21
SMITH,REBECCA,720380822.0,84075.0,30,1966.0,5.0,8.0,,B053983,CPS,1966-05-08,2018-05-16
PATRIGIA,WILLIAMS,772137476.0,78999.0,56,1982.0,1.0,17.0,,B026880,CPS,1982-01-17,2018-11-07
MATTHEW,THOMAS,,50845.0,59,1992.0,3.0,17.0,,B046471,CPS,1992-03-17,2020-03-20
LOPEZ,DANIELLE,815289627.0,74379.0,44,1985.0,10.0,20.0,3.0,B012350,CPS,1985-10-20,2019-10-16
WILLIA,MARTINEZ,675896052.0,92041.0,11,2003.0,9.0,5.0,,B023026,CPS,2003-09-05,2019-10-17
BARBARA,MARSHALL,243601308.0,49970.0,12,1984.0,8.0,28.0,,B076911,GPS,1984-08-28,2019-07-15
MICHAEL,FERNANDEZ,739240571.0,47905.0,5,1977.0,9.0,4.0,,B012068,GPS,1977-09-04,2021-02-05
DEISE,RIVERA,963967474.0,42809.0,23,1965.0,11.0,16.0,,B022776,GPS,1965-11-16,2021-11-13
SMITH,JOSEPH,288511722.0,72640.0,64,2001.0,10.0,2.0,,B068516,CPS,2001-10-02,2018-02-10
GREGORY,WHITE,904297431.0,46558.0,29,1989.0,11.0,27.0,,B052472,GPS,1989-11-27,2019-08-18
CHARLES,LOPEZ,227007357.0,77929.0,35,1998.0,3.0,12.0,,B052457,GPS,1998-03-12,2021-03-15
SANDRA,MENDOZA,315889972.0,2099.0,16,1974.0,7.0,5.0,,U001098,CPS,1974-07-05,2018-09-09
ELIZABETH,JACKSO,194413673.0,1050.0,43,1985.0,1.0,14.0,,B038066,GPS,1985-01-14,2021-07-24
SANDRA,MITCELL,402367921.0,63799.0,19,1981.0,2.0,13.0,,B021813,GPS,1981-02-13,2020-07-03
ROBERT,SMITH,666579177.0,,4,2001.0,4.0,15.0,,B047550,CPS,2001-04-15,2018-10-14
KIMBERLY,PAYNE,253249000.0,53320.0,35,1977.0,4.0,20.0,2.0,B011029,GPS,1977-04-20,2020-10-23
ANGELA,RODRIGUEZ,648720018.0,38674.0,1,1982.0,9.0,24.0,,B013449,GPS,1982-09-24,2020-05-10
ALLEN,MICHAEL,683848483.0,88786.0,13,1963.0,7.0,18.0,,B035153,GPS,1963-07-18,2019-05-16
JOHN,WOOS,241363535.0,67548.0,46,1973.0,7.0,22.0,,B054095,CPS,1973-07-22,2020-03-08
MRY,SPENCER,122605948.0,35869.0,44,1991.0,6.0,9.0,,B024275,GPS,1991-06-09,2019-10-08
BETTY,HERNANDEZ,315250634.0,82725.0,40,1970.0,2.0,10.0,,B009838,GPS,1970-02-10,2018-07-15
MICHAEL,STEWART,484586439.0,,40,2000.0,8.0,10.0,,B062577,CPS,2000-08-10,2020-09-01
DEBORAH,MILLER,758600205.0,68983.0,53,1987.0,5.0,1.0,,B020640,GPS,1987-05-01,2022-01-20
JAMES,HALL,,53862.0,57,1969.0,5.0,15.0,,B077944,GPS,1969-05-15,2022-10-06
MARY,HENRY,808150863.0,4729.0,31,1960.0,9.0,25.0,,U003728,CPS,1960-09-25,2022-04-14
ROY,ORTIZ,718475392.0,8660.0,8,1975.0,12.0,22.0,,U007659,GPS,1975-12-22,2022-02-16
DANIEL,FREEMAN,106653582.0,10927.0,18,1996.0,10.0,28.0,,B037983,CPS,1996-10-28,2020-09-09
MARY,MCGUIRE,,51651.0,47,2004.0,1.0,10.0,,B071611,GPS,2004-01-10,2019-11-10
HENRY,MITCHELL,687525102.0,13365.0,23,1966.0,7.0,6.0,,U012364,GPS,1966-07-06,2022-12-20
ELIZABETH,SNATOS,890514717.0,6364.0,65,1982.0,7.0,4.0,2.0,B058025,CPS,1982-07-04,2019-01-03
CHRISTOPHER,HERNANDEZ,999964078.0,63403.0,55,1970.0,3.0,23.0,,B051230,GPS,1970-03-23,2020-10-10
ASHLEY,SIMMONS,307842647.0,87936.0,23,1962.0,6.0,12.0,,B018424,CPS,1962-06-12,2019-05-08
JIMMY,MURRAY,532787380.0,55400.0,12,1977.0,6.0,24.0,,B037585,CPS,1977-06-24,2019-06-09
DENNIS,PHILLIPS,755111757.0,13775.0,60,1992.0,12.0,6.0,,U012774,GPS,1992-12-06,2018-04-10
JENNIFER,CLARK,483548585.0,98087.0,7,1970.0,11.0,3.0,,B075014,GPS,1970-11-03,2022-04-25
LINDA,WHITE,733423447.0,8562.0,22,1968.0,8.0,12.0,,U007561,CPS,1968-08-12,2020-12-06
HARLD,HANSON,438871862.0,56240.0,61,1961.0,1.0,9.0,,B080265,CPS,1961-01-09,2022-07-01
JAMES,JOHNSTON,901630198.0,2390.0,7,1988.0,10.0,11.0,,U001389,GPS,1988-10-11,2020-06-10
MARY,MILLER,750865706.0,5279.0,27,1975.0,8.0,22.0,3.0,U004278,CPS,1975-08-22,2019-02-11
JEFFREY,HUGSHES,213612710.0,49217.0,33,1977.0,12.0,8.0,,B054059,CPS,1977-12-08,2018-12-03
RALPH,GARDNER,750924996.0,66768.0,20,1966.0,7.0,27.0,,B052356,GPS,1966-07-27,2022-07-23
MATTHEW,MILLER,740419958.0,74268.0,61,1989.0,11.0,5.0,,B065606,CPS,1989-11-05,2018-11-14
THOMAS,CJOHNSON,754696484.0,19237.0,46,1979.0,8.0,13.0,2.0,B025918,CPS,1979-08-13,2022-06-11
JOHN,THOMAS,397970273.0,,15,1993.0,2.0,26.0,,B018126,GPS,1993-02-26,2021-01-05
