firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral,true_entity_id,bin1,bin2
MARY,ELLIOTT,661328827.0,1991.0,3,1984.0,5.0,27.0,,A000990,CPS,1984-05-27,2022-08-27,990,1,1
LOUIS,WOODS,916830248.0,1992.0,50,1996.0,7.0,21.0,,A000991,GPS,1996-07-21,2022-02-02,991,1,0
MARY,TURNER,508773114.0,1993.0,12,1977.0,9.0,8.0,,A000992,CPS,1977-09-08,2021-08-17,992,0,1
HEATHER,WELLS,269372214.0,1994.0,22,1961.0,8.0,15.0,,A000993,CPS,1961-08-15,2019-03-14,993,1,0
MARY,PEREZ,523450971.0,1995.0,35,1969.0,7.0,28.0,,A000994,CPS,1969-07-28,2020-05-22,994,0,0
SARAH,DIAZ,892259192.0,1996.0,42,1991.0,2.0,14.0,2.0,A000995,CPS,1991-02-14,2019-12-05,995,1,1
TERRY,THOMPSON,516490109.0,1997.0,24,1968.0,7.0,23.0,1.0,A000996,GPS,1968-07-23,2021-05-06,996,1,1
PATRICIA,MARTINEZ,490392057.0,1998.0,39,1990.0,2.0,17.0,,A000997,CPS,1990-02-17,2019-08-24,997,1,1
TIMOTHY,BROWN,685696848.0,1999.0,15,1998.0,10.0,13.0,,A000998,CPS,1998-10-13,2021-03-25,998,0,0
PATRICIA,MARTIN,109831167.0,2000.0,2,1966.0,1.0,10.0,,A000999,GPS,1966-01-10,2018-04-19,999,1,1
MICHELLE,LEE,516685467.0,2001.0,53,1985.0,4.0,3.0,,A001000,CPS,1985-04-03,2018-01-20,1000,0,0
MATTHEW,THOMAS,594647187.0,2002.0,31,1974.0,6.0,12.0,,A001001,CPS,1974-06-12,2020-05-13,1001,0,0
DENISE,WARD,428547749.0,2003.0,8,1968.0,5.0,20.0,,A001002,CPS,1968-05-20,2020-03-09,1002,1,1
JAMES,RODRIGUEZ,857873292.0,2004.0,11,1987.0,4.0,10.0,,A001003,GPS,1987-04-10,2021-08-22,1003,1,0
MARY,MILLS,440990723.0,2005.0,4,1977.0,6.0,24.0,,A001004,GPS,1977-06-24,2021-02-26,1004,1,1
JAMES,ANDERSON,972549957.0,2006.0,61,1971.0,6.0,24.0,,A001005,GPS,1971-06-24,2019-03-17,1005,0,0
ROGER,MOORE,839520847.0,2007.0,34,1984.0,12.0,1.0,1.0,A001006,GPS,1984-12-01,2022-11-09,1006,1,0
ELIZABETH,VASQUEZ,911897625.0,2008.0,63,1969.0,2.0,20.0,,A001007,GPS,1969-02-20,2022-11-16,1007,0,1
JAMES,JIMENEZ,266954960.0,2009.0,38,1989.0,11.0,6.0,,A001008,CPS,1989-11-06,2022-08-08,1008,0,1
JEFFREY,MITCHELL,694946856.0,2010.0,38,1998.0,5.0,22.0,,A001009,CPS,1998-05-22,2019-02-16,1009,0,1
BILLY,BELL,642195631.0,2011.0,13,1982.0,12.0,14.0,,A001010,GPS,1982-12-14,2018-12-28,1010,1,0
BRUCE,LYONS,982838513.0,2012.0,15,1968.0,7.0,1.0,,A001011,CPS,1968-07-01,2018-02-17,1011,0,0
ROY,BRADLEY,845920914.0,2013.0,39,1999.0,5.0,22.0,1.0,A001012,GPS,1999-05-22,2019-08-14,1012,1,1
STEVEN,GRAHAM,445431381.0,2014.0,2,2003.0,6.0,19.0,,A001013,GPS,2003-06-19,2021-07-16,1013,0,0
CARLOS,PORTER,548054772.0,2015.0,56,1985.0,2.0,19.0,,A001014,GPS,1985-02-19,2019-03-02,1014,1,1
BENJAMIN,MILLER,395033094.0,2016.0,3,1967.0,6.0,18.0,,A001015,CPS,1967-06-18,2018-03-05,1015,0,1
MARY,CARTER,807708681.0,2017.0,14,1979.0,10.0,26.0,2.0,A001016,GPS,1979-10-26,2018-06-23,1016,0,0
BEVERLY,TAYLOR,650951205.0,2018.0,9,1983.0,4.0,6.0,,A001017,GPS,1983-04-06,2019-03-07,1017,0,1
BRIAN,GOMEZ,976762170.0,2019.0,40,1989.0,5.0,16.0,,A001018,CPS,1989-05-16,2022-04-09,1018,1,0
ANNA,MORENO,334691770.0,2020.0,62,2004.0,4.0,19.0,,A001019,CPS,2004-04-19,2020-06-12,1019,0,0
DANIELLE,TORRES,286779669.0,2021.0,10,1985.0,10.0,11.0,,A001020,CPS,1985-10-11,2021-06-28,1020,1,0
WILLIAM,MOORE,715776667.0,2022.0,30,1986.0,12.0,2.0,,A001021,GPS,1986-12-02,2020-01-24,1021,1,1
MARY,LOPEZ,437127192.0,2023.0,26,1989.0,2.0,28.0,,A001022,GPS,1989-02-28,2020-01-16,1022,1,1
MARY,GOMEZ,931882749.0,2024.0,46,1967.0,8.0,15.0,,A001023,CPS,1967-08-15,2022-06-16,1023,1,1
BARBARA,BLAKE,570070886.0,2025.0,33,1961.0,11.0,20.0,,A001024,GPS,1961-11-20,2022-08-14,1024,0,0
MARY,LOPEZ,142096609.0,2026.0,38,1976.0,2.0,24.0,,A001025,CPS,1976-02-24,2021-09-08,1025,0,1
OSCAR,SMITH,636021665.0,2027.0,58,1983.0,9.0,20.0,,A001026,CPS,1983-09-20,2018-09-04,1026,1,1
SARAH,WHITE,784995235.0,2028.0,30,2000.0,4.0,21.0,,A001027,CPS,2000-04-21,2020-07-17,1027,0,0
LAWRENCE,SANDERS,493649283.0,2029.0,13,1993.0,4.0,25.0,,A001028,GPS,1993-04-25,2021-11-22,1028,1,1
JUDITH,MILLER,938737276.0,2030.0,32,1972.0,12.0,19.0,,A001029,CPS,1972-12-19,2021-07-02,1029,1,0
RALPH,JONES,446462153.0,2031.0,10,1966.0,10.0,9.0,,A001030,CPS,1966-10-09,2018-10-06,1030,0,1
MARY,PEREZ,710439228.0,2032.0,4,1997.0,3.0,17.0,,A001031,CPS,1997-03-17,2020-08-21,1031,0,0
CHRISTINE,JOHNSON,999467150.0,2033.0,47,1992.0,12.0,14.0,,A001032,CPS,1992-12-14,2022-01-22,1032,1,1
JOSEPH,MILLS,634927911.0,2034.0,6,1976.0,2.0,5.0,,A001033,GPS,1976-02-05,2020-04-08,1033,1,1
DAVID,SIMMONS,249722799.0,2035.0,58,1986.0,1.0,19.0,,A001034,GPS,1986-01-19,2018-01-25,1034,0,0
JOHN,DIXON,948007548.0,2036.0,3,1986.0,8.0,5.0,,A001035,GPS,1986-08-05,2021-11-08,1035,1,0
PHILIP,SMITH,938930238.0,2037.0,29,2003.0,4.0,9.0,,A001036,CPS,2003-04-09,2022-09-21,1036,1,1
CHERYL,LEE,522458432.0,2038.0,63,1992.0,4.0,15.0,,A001037,CPS,1992-04-15,2022-06-26,1037,0,1
STEPHEN,DAVIS,147883251.0,2039.0,24,1965.0,1.0,4.0,,A001038,CPS,1965-01-04,2018-07-07,1038,0,1
GERALD,GARCIA,629647839.0,2040.0,56,1978.0,5.0,11.0,,A001039,GPS,1978-05-11,2022-05-19,1039,1,1
JAMES,BROWN,392755711.0,2041.0,62,1960.0,1.0,20.0,,A001040,GPS,1960-01-20,2019-09-04,1040,1,0
JOHN,ROBINSON,114266010.0,2042.0,49,1988.0,2.0,1.0,,A001041,GPS,1988-02-01,2021-11-26,1041,1,0
MARY,LOPEZ,973957122.0,2043.0,55,1967.0,2.0,23.0,2.0,A001042,GPS,1967-02-23,2020-10-22,1042,0,1
MARY,BROWN,288121185.0,2044.0,52,1975.0,10.0,8.0,,A001043,GPS,1975-10-08,2020-11-19,1043,0,0
MADISON,SMITH,860663714.0,2045.0,64,1995.0,2.0,14.0,,A001044,CPS,1995-02-14,2018-11-23,1044,0,0
JEREMY,NGUYEN,757152311.0,2046.0,51,1976.0,8.0,1.0,,A001045,CPS,1976-08-01,2022-07-12,1045,0,0
JAMES,HALL,147446142.0,2047.0,64,1969.0,1.0,24.0,,A001046,GPS,1969-01-24,2018-08-19,1046,0,1
FRED,HERNANDEZ,727226529.0,2048.0,37,1979.0,6.0,25.0,,A001047,CPS,1979-06-25,2021-03-26,1047,1,0
ASHLEY,SMITH,886703317.0,2049.0,62,1983.0,5.0,25.0,,A001048,GPS,1983-05-25,2021-08-28,1048,1,1
MARY,BRADLEY,406556810.0,2050.0,2,1964.0,3.0,1.0,,A001049,CPS,1964-03-01,2019-03-27,1049,0,1
KIMBERLY,COX,365874345.0,2051.0,1,1999.0,9.0,24.0,1.0,A001050,CPS,1999-09-24,2022-03-04,1050,1,1
KENNETH,PETERS,215323460.0,2052.0,28,1975.0,3.0,5.0,,A001051,CPS,1975-03-05,2019-08-21,1051,1,1
JAMES,JONES,758130279.0,2053.0,61,1989.0,6.0,18.0,,A001052,GPS,1989-06-18,2021-02-15,1052,1,1
EMILY,SMITH,836109789.0,2054.0,58,1994.0,2.0,28.0,,A001053,GPS,1994-02-28,2018-04-18,1053,0,1
MICHELLE,ADAMS,835642829.0,2055.0,6,1977.0,10.0,24.0,,A001054,CPS,1977-10-24,2022-12-06,1054,1,1
JEFFREY,JONES,256134488.0,2056.0,9,1960.0,11.0,26.0,,A001055,GPS,1960-11-26,2018-05-21,1055,1,0
JUDITH,RODRIGUEZ,104078364.0,2057.0,67,1997.0,6.0,9.0,,A001056,GPS,1997-06-09,2021-06-21,1056,1,0
JEAN,MORRIS,762184205.0,2058.0,11,2000.0,1.0,11.0,,A001057,CPS,2000-01-11,2021-11-06,1057,0,0
AMY,ROBERTS,211962620.0,2059.0,54,1976.0,2.0,9.0,,A001058,CPS,1976-02-09,2020-09-03,1058,1,0
JAMES,GARCIA,910277101.0,2060.0,13,1993.0,3.0,24.0,,A001059,CPS,1993-03-24,2019-08-01,1059,1,1
NATALIE,THOMAS,758681444.0,2061.0,51,1990.0,5.0,9.0,,A001060,GPS,1990-05-09,2021-09-04,1060,0,0
CHRISTINA,LEE,644679017.0,2062.0,8,1977.0,2.0,11.0,,A001061,CPS,1977-02-11,2019-01-25,1061,0,0
JAMES,WILSON,530469673.0,2063.0,15,1982.0,7.0,13.0,2.0,A001062,CPS,1982-07-13,2019-11-15,1062,0,1
MARY,RODRIGUEZ,577522771.0,2064.0,12,1976.0,4.0,28.0,,A001063,GPS,1976-04-28,2018-06-21,1063,1,1
JAMES,GARCIA,389471426.0,2065.0,62,1976.0,8.0,13.0,,A001064,GPS,1976-08-13,2020-12-16,1064,1,1
LARRY,SMITH,111015858.0,2066.0,3,1984.0,6.0,25.0,,A001065,CPS,1984-06-25,2018-11-16,1065,0,1
JAMES,SMITH,656169099.0,2067.0,65,1986.0,1.0,18.0,,A001066,GPS,1986-01-18,2022-01-20,1066,1,0
BRANDON,SULLIVAN,737018030.0,2068.0,46,1995.0,8.0,19.0,,A001067,CPS,1995-08-19,2022-08-21,1067,1,1
JASON,BAKER,153919521.0,2069.0,13,1960.0,11.0,24.0,,A001068,GPS,1960-11-24,2021-11-04,1068,1,0
MARY,RHODES,113959634.0,2070.0,31,1967.0,7.0,25.0,,A001069,GPS,1967-07-25,2020-05-09,1069,1,0
TERESA,JOHNSON,965143690.0,2071.0,8,1992.0,2.0,2.0,,A001070,CPS,1992-02-02,2018-04-07,1070,0,1
PATRICIA,TORRES,223178885.0,2072.0,18,1999.0,5.0,17.0,,A001071,GPS,1999-05-17,2020-03-17,1071,1,1
THOMAS,JAMES,793766650.0,2073.0,4,1997.0,4.0,10.0,,A001072,CPS,1997-04-10,2020-12-27,1072,1,1
RONALD,ROSS,647468343.0,2074.0,29,1988.0,4.0,4.0,,A001073,GPS,1988-04-04,2018-09-16,1073,0,1
BETTY,KELLY,666728494.0,2075.0,40,1964.0,4.0,5.0,,A001074,CPS,1964-04-05,2021-12-08,1074,0,1
DENNIS,NGUYEN,740505218.0,2076.0,59,1966.0,4.0,27.0,,A001075,GPS,1966-04-27,2020-03-14,1075,0,1
CHARLES,HAYNES,622290627.0,2077.0,35,1966.0,3.0,5.0,,A001076,CPS,1966-03-05,2018-05-19,1076,1,1
SARAH,JOHNSON,119870241.0,2078.0,21,1984.0,4.0,16.0,,A001077,GPS,1984-04-16,2020-08-22,1077,0,0
MARY,ADAMS,985392182.0,2079.0,12,1990.0,5.0,24.0,,A001078,CPS,1990-05-24,2022-02-08,1078,0,0
KAREN,CHEN,478812603.0,2080.0,5,1967.0,8.0,3.0,,A001079,GPS,1967-08-03,2018-12-08,1079,0,1
JOHNNY,DAVIS,623853730.0,2081.0,36,1973.0,7.0,24.0,,A001080,GPS,1973-07-24,2020-11-20,1080,1,0
TYLER,FREEMAN,602201634.0,2082.0,8,1970.0,4.0,11.0,,A001081,CPS,1970-04-11,2018-02-27,1081,1,1
JERRY,CAMPBELL,711072731.0,2083.0,11,1993.0,2.0,17.0,,A001082,CPS,1993-02-17,2019-11-26,1082,1,0
ELIZABETH,SIMMONS,478438045.0,2084.0,9,2001.0,6.0,4.0,,A001083,GPS,2001-06-04,2019-11-21,1083,1,0
PAMELA,THOMAS,919027688.0,2085.0,5,1964.0,5.0,27.0,,A001084,CPS,1964-05-27,2021-02-11,1084,0,1
JACK,JOHNSON,899571743.0,2086.0,39,1977.0,1.0,10.0,,A001085,CPS,1977-01-10,2018-11-10,1085,1,0
KAREN,COX,838312744.0,2087.0,65,1982.0,12.0,13.0,,A001086,CPS,1982-12-13,2018-01-06,1086,0,1
DEBRA,PEREZ,720030007.0,2088.0,38,1989.0,10.0,22.0,,A001087,CPS,1989-10-22,2020-07-16,1087,0,1
PHILIP,MASON,622248713.0,2089.0,64,1969.0,10.0,12.0,,A001088,CPS,1969-10-12,2018-09-17,1088,1,1
KELLY,JONES,205320493.0,2090.0,2,1978.0,3.0,3.0,,A001089,CPS,1978-03-03,2018-07-18,1089,0,1
JOHN,ANDERSON,525421991.0,2091.0,20,1970.0,3.0,17.0,,A001090,GPS,1970-03-17,2022-07-18,1090,0,0
ANDREA,GOMEZ,220982688.0,2092.0,38,1991.0,2.0,2.0,,A001091,CPS,1991-02-02,2021-03-24,1091,1,0
CAROLYN,SILVA,394750096.0,2093.0,30,2003.0,9.0,6.0,,A001092,GPS,2003-09-06,2021-02-11,1092,0,1
ROBERT,LONG,741720139.0,2094.0,64,1985.0,10.0,24.0,,A001093,CPS,1985-10-24,2018-09-28,1093,1,0
NICHOLAS,GRAHAM,927187014.0,2095.0,58,1983.0,1.0,8.0,,A001094,GPS,1983-01-08,2022-01-23,1094,1,1
GREGORY,MARTINEZ,908784161.0,2096.0,2,1991.0,4.0,27.0,,A001095,GPS,1991-04-27,2021-12-20,1095,1,1
PATRICIA,GONZALES,837099596.0,2097.0,18,1990.0,7.0,25.0,,A001096,CPS,1990-07-25,2019-07-06,1096,0,0
ISABELLA,BELL,116201388.0,2098.0,3,1964.0,9.0,7.0,,A001097,CPS,1964-09-07,2022-01-20,1097,0,0
NATALIE,CARLSON,885028390.0,2099.0,8,1999.0,10.0,14.0,,A001098,GPS,1999-10-14,2018-02-27,1098,1,0
MICHAEL,THOMAS,205719499.0,2100.0,64,2001.0,2.0,20.0,,A001099,GPS,2001-02-20,2022-12-26,1099,1,0
LAURA,MILLER,911303386.0,2101.0,4,2004.0,4.0,9.0,,A001100,GPS,2004-04-09,2018-08-21,1100,1,1
LORI,WILLIAMS,301585461.0,2102.0,41,1983.0,5.0,21.0,,A001101,CPS,1983-05-21,2018-08-13,1101,1,1
ALEXANDER,HUNTER,190455480.0,2103.0,47,1972.0,7.0,1.0,,A001102,CPS,1972-07-01,2018-04-12,1102,0,1
EDWARD,WAGNER,898847714.0,2104.0,62,1989.0,7.0,25.0,,A001103,CPS,1989-07-25,2022-04-09,1103,1,1
BEVERLY,SHAW,976736077.0,2105.0,54,1971.0,11.0,9.0,,A001104,GPS,1971-11-09,2019-05-04,1104,1,1
ROBERT,RHODES,692883152.0,2106.0,16,1961.0,4.0,21.0,,A001105,CPS,1961-04-21,2022-07-28,1105,0,0
BOBBY,SANCHEZ,892068813.0,2107.0,41,2004.0,5.0,27.0,,A001106,CPS,2004-05-27,2019-10-20,1106,1,1
MADISON,RAMIREZ,196377566.0,2108.0,26,1970.0,10.0,17.0,,A001107,GPS,1970-10-17,2019-02-24,1107,1,0
SUSAN,RAMOS,508433159.0,2109.0,30,1970.0,6.0,21.0,,A001108,GPS,1970-06-21,2019-01-06,1108,0,0
BRANDON,BURKE,444119808.0,2110.0,47,2003.0,1.0,10.0,,A001109,GPS,2003-01-10,2021-08-07,1109,0,0
PATRICIA,COLEMAN,510316552.0,2111.0,47,1995.0,2.0,22.0,,A001110,CPS,1995-02-22,2020-10-02,1110,0,1
ANTHONY,EVANS,787631986.0,2112.0,14,1993.0,7.0,11.0,,A001111,CPS,1993-07-11,2018-02-07,1111,0,0
ROBERT,SMITH,861082475.0,2113.0,20,1974.0,3.0,17.0,,A001112,CPS,1974-03-17,2020-04-11,1112,0,1
EDWARD,WILLIAMS,826938172.0,2114.0,15,1966.0,6.0,20.0,,A001113,CPS,1966-06-20,2022-10-23,1113,1,0
KEVIN,WILLIAMS,399689383.0,2115.0,14,1963.0,8.0,22.0,,A001114,GPS,1963-08-22,2021-11-13,1114,1,0
DONALD,FLORES,245171428.0,2116.0,28,1995.0,10.0,14.0,,A001115,GPS,1995-10-14,2019-11-15,1115,1,1
JACOB,PERKINS,785323439.0,2117.0,46,1984.0,9.0,8.0,,A001116,GPS,1984-09-08,2020-09-16,1116,1,1
JOAN,JACKSON,198921833.0,2118.0,1,1963.0,12.0,7.0,,A001117,GPS,1963-12-07,2019-09-09,1117,0,0
SARA,SMITH,275756910.0,2119.0,2,1964.0,11.0,4.0,,A001118,CPS,1964-11-04,2020-06-14,1118,0,1
PATRICIA,KENNEDY,193343978.0,2120.0,3,1969.0,3.0,3.0,,A001119,CPS,1969-03-03,2022-02-09,1119,1,1
JENNIFER,THOMAS,610574969.0,2121.0,12,2001.0,8.0,16.0,,A001120,GPS,2001-08-16,2019-02-04,1120,0,0
MARGARET,PATEL,444706718.0,2122.0,46,1969.0,6.0,8.0,,A001121,CPS,1969-06-08,2021-01-16,1121,1,0
LAURA,JOHNSON,641230285.0,2123.0,9,1962.0,8.0,14.0,1.0,A001122,GPS,1962-08-14,2018-09-08,1122,1,1
JAMES,SMITH,268078274.0,2124.0,16,2003.0,5.0,3.0,,A001123,GPS,2003-05-03,2021-05-27,1123,0,1
KIMBERLY,WISE,506293868.0,2125.0,2,2000.0,7.0,7.0,,A001124,GPS,2000-07-07,2022-03-26,1124,1,1
JUDITH,WHITE,417486207.0,2126.0,57,1995.0,11.0,17.0,,A001125,CPS,1995-11-17,2021-12-18,1125,1,1
FRANCES,JONES,672461469.0,2127.0,64,1970.0,8.0,26.0,,A001126,CPS,1970-08-26,2020-03-26,1126,0,0
STEVEN,RODRIGUEZ,205623049.0,2128.0,2,1998.0,8.0,23.0,,A001127,GPS,1998-08-23,2022-08-21,1127,1,1
FRED,MITCHELL,445283594.0,2129.0,58,1965.0,6.0,21.0,,A001128,GPS,1965-06-21,2020-01-23,1128,1,1
ANNA,RIVERA,480232084.0,2130.0,10,2001.0,5.0,8.0,,A001129,GPS,2001-05-08,2018-10-22,1129,1,0
DENISE,ROBINSON,236641924.0,2131.0,19,1980.0,6.0,2.0,,A001130,CPS,1980-06-02,2019-10-24,1130,1,0
MADISON,MILLER,865512661.0,2132.0,28,1966.0,9.0,21.0,,A001131,GPS,1966-09-21,2020-10-28,1131,1,1
MARY,FISHER,810549094.0,2133.0,30,2001.0,4.0,8.0,,A001132,GPS,2001-04-08,2021-12-18,1132,1,0
SARAH,LEE,522565347.0,2134.0,30,1983.0,4.0,10.0,,A001133,GPS,1983-04-10,2020-03-02,1133,1,1
GARY,SHAW,962328405.0,2135.0,31,1966.0,8.0,13.0,,A001134,GPS,1966-08-13,2021-02-20,1134,0,1
MICHAEL,OWENS,832825002.0,2136.0,31,1972.0,10.0,3.0,,A001135,CPS,1972-10-03,2021-11-18,1135,1,1
KENNETH,PEREZ,739425016.0,2137.0,23,1968.0,2.0,25.0,,A001136,GPS,1968-02-25,2020-03-09,1136,1,1
DOROTHY,FERNANDEZ,392485775.0,2138.0,53,1995.0,6.0,28.0,,A001137,CPS,1995-06-28,2021-10-07,1137,1,1
JAMES,LEE,365260912.0,2139.0,32,1963.0,10.0,18.0,,A001138,CPS,1963-10-18,2018-01-25,1138,1,0
KAREN,LOPEZ,645205693.0,2140.0,33,1996.0,4.0,19.0,,A001139,GPS,1996-04-19,2022-08-08,1139,0,1
BETTY,MORRIS,491160157.0,2141.0,29,1973.0,10.0,7.0,,A001140,CPS,1973-10-07,2019-04-18,1140,1,1
SARAH,SMITH,507419410.0,2142.0,21,1987.0,9.0,15.0,,A001141,GPS,1987-09-15,2019-08-11,1141,0,0
JOHNNY,COOPER,862508711.0,2143.0,13,1990.0,10.0,23.0,,A001142,CPS,1990-10-23,2022-04-05,1142,0,1
JOHN,HERNANDEZ,708202641.0,2144.0,58,1967.0,9.0,26.0,,A001143,CPS,1967-09-26,2022-07-17,1143,0,1
ASHLEY,CARTER,626708633.0,2145.0,32,1997.0,4.0,23.0,,A001144,GPS,1997-04-23,2022-09-04,1144,1,0
BETTY,WRIGHT,578106028.0,2146.0,35,1974.0,1.0,3.0,1.0,A001145,CPS,1974-01-03,2018-11-21,1145,0,0
THERESA,ANDREWS,650203934.0,2147.0,23,1985.0,9.0,10.0,,A001146,GPS,1985-09-10,2018-12-20,1146,1,1
STEVEN,BREWER,565163991.0,2148.0,9,1964.0,9.0,8.0,,A001147,GPS,1964-09-08,2021-06-28,1147,1,1
JAMES,GARCIA,860423530.0,2149.0,61,1976.0,12.0,20.0,,A001148,CPS,1976-12-20,2022-05-03,1148,1,1
AMANDA,MILLER,645936134.0,2150.0,23,1999.0,1.0,8.0,,A001149,CPS,1999-01-08,2018-01-05,1149,0,0
SEAN,MENDEZ,372512691.0,2151.0,28,1976.0,5.0,25.0,,A001150,GPS,1976-05-25,2022-07-18,1150,1,1
MICHAEL,JOHNSON,929338267.0,2152.0,24,1962.0,3.0,1.0,,A001151,CPS,1962-03-01,2018-08-14,1151,1,0
JOYCE,WILLIAMS,694484059.0,2153.0,32,1979.0,1.0,3.0,3.0,A001152,GPS,1979-01-03,2019-07-11,1152,1,0
RAYMOND,MORALES,783839741.0,2154.0,44,1979.0,11.0,24.0,,A001153,CPS,1979-11-24,2021-01-13,1153,0,0
MICHAEL,RAMIREZ,317547998.0,2155.0,6,1986.0,2.0,9.0,,A001154,CPS,1986-02-09,2021-08-28,1154,1,1
KAREN,FOSTER,507916262.0,2156.0,40,1984.0,2.0,14.0,,A001155,GPS,1984-02-14,2020-10-18,1155,0,0
PATRICIA,COOPER,662476677.0,2157.0,1,1999.0,2.0,8.0,,A001156,GPS,1999-02-08,2022-04-06,1156,0,1
KATHERINE,GOMEZ,395131787.0,2158.0,3,1975.0,3.0,21.0,,A001157,GPS,1975-03-21,2018-02-26,1157,0,1
ALICE,LEWIS,752341875.0,2159.0,30,1985.0,5.0,24.0,,A001158,CPS,1985-05-24,2021-07-22,1158,1,0
RICHARD,EDWARDS,806439881.0,2160.0,53,1982.0,9.0,24.0,,A001159,CPS,1982-09-24,2018-08-11,1159,0,1
FRANK,BROWN,540722109.0,2161.0,18,2004.0,3.0,11.0,,A001160,GPS,2004-03-11,2020-04-20,1160,1,1
ANDREW,ANDERSON,184082331.0,2162.0,63,1969.0,2.0,12.0,,A001161,CPS,1969-02-12,2022-11-28,1161,1,1
MATTHEW,HARRIS,214334736.0,2163.0,8,1978.0,12.0,27.0,,A001162,GPS,1978-12-27,2020-06-12,1162,1,1
BRANDON,THOMAS,956194632.0,2164.0,59,2001.0,7.0,3.0,,A001163,CPS,2001-07-03,2022-05-20,1163,0,1
ERIC,ROBINSON,658505894.0,2165.0,27,2003.0,3.0,21.0,,A001164,CPS,2003-03-21,2020-09-23,1164,1,0
MARK,BROWN,855838945.0,2166.0,10,1972.0,1.0,10.0,,A001165,CPS,1972-01-10,2020-01-27,1165,1,0
FRANK,GOMEZ,828279621.0,2167.0,19,1986.0,9.0,15.0,,A001166,GPS,1986-09-15,2021-02-25,1166,1,0
MARY,HERNANDEZ,164655770.0,2168.0,43,1978.0,12.0,9.0,,A001167,GPS,1978-12-09,2020-01-25,1167,0,0
DAVID,ROBERTS,352246678.0,2169.0,12,1968.0,6.0,9.0,,A001168,CPS,1968-06-09,2021-10-24,1168,0,0
JOSHUA,SMITH,629360035.0,2170.0,62,1967.0,2.0,13.0,,A001169,CPS,1967-02-13,2018-04-22,1169,0,1
JASON,FLORES,639805775.0,2171.0,47,1984.0,5.0,16.0,3.0,A001170,CPS,1984-05-16,2019-09-06,1170,0,1
LINDA,SMITH,451366188.0,2172.0,34,1994.0,12.0,18.0,,A001171,GPS,1994-12-18,2022-07-02,1171,1,1
MARY,HALL,190100775.0,2173.0,54,1988.0,1.0,18.0,,A001172,CPS,1988-01-18,2022-09-01,1172,1,0
MICHAEL,MEYER,804558643.0,2174.0,12,1998.0,11.0,16.0,,A001173,GPS,1998-11-16,2022-08-16,1173,0,0
CHRISTOPHER,SMITH,542196310.0,2175.0,5,1987.0,2.0,17.0,,A001174,GPS,1987-02-17,2019-04-27,1174,0,0
SEAN,BROWN,243289400.0,2176.0,12,1996.0,4.0,6.0,,A001175,GPS,1996-04-06,2020-07-13,1175,0,0
LAURA,SANDERS,693760287.0,2177.0,43,1976.0,3.0,28.0,,A001176,GPS,1976-03-28,2022-02-17,1176,1,0
BETTY,PEREZ,775209238.0,2178.0,5,2002.0,8.0,13.0,,A001177,CPS,2002-08-13,2020-02-12,1177,1,1
THERESA,MARTIN,193956129.0,2179.0,49,1960.0,4.0,17.0,,A001178,GPS,1960-04-17,2020-07-22,1178,1,1
MICHAEL,BROWN,192509355.0,2180.0,47,1988.0,7.0,26.0,,A001179,GPS,1988-07-26,2019-04-15,1179,1,0
SHIRLEY,NGUYEN,667678740.0,2181.0,52,1960.0,7.0,11.0,,A001180,CPS,1960-07-11,2019-03-01,1180,1,1
GRACE,EVANS,283329239.0,2182.0,63,1964.0,6.0,3.0,,A001181,CPS,1964-06-03,2019-02-05,1181,0,1
HEATHER,CLARK,912660889.0,2183.0,36,1997.0,3.0,25.0,,A001182,GPS,1997-03-25,2021-04-12,1182,1,1
LISA,SHAW,674844886.0,2184.0,25,1987.0,9.0,19.0,,A001183,GPS,1987-09-19,2022-10-10,1183,1,1
JACK,MENDEZ,956733262.0,2185.0,32,1994.0,2.0,12.0,,A001184,GPS,1994-02-12,2018-09-11,1184,1,0
KEITH,HARPER,417295428.0,2186.0,25,1965.0,7.0,28.0,,A001185,CPS,1965-07-28,2022-09-16,1185,1,0
RUTH,PORTER,664725923.0,2187.0,43,1961.0,5.0,20.0,,A001186,GPS,1961-05-20,2019-11-08,1186,0,0
GEORGE,RAY,773483120.0,2188.0,22,1983.0,10.0,28.0,,A001187,CPS,1983-10-28,2021-11-14,1187,1,1
SUSAN,CARTER,724887311.0,2189.0,62,1968.0,12.0,16.0,,A001188,CPS,1968-12-16,2018-02-28,1188,1,1
ROBERT,TORRES,813102219.0,2190.0,52,1996.0,8.0,17.0,,A001189,CPS,1996-08-17,2019-08-02,1189,1,0
JAMES,PETERSON,736959672.0,2191.0,6,1998.0,9.0,18.0,,A001190,GPS,1998-09-18,2022-03-17,1190,1,0
RACHEL,RYAN,153496546.0,2192.0,54,2003.0,7.0,22.0,,A001191,GPS,2003-07-22,2021-08-13,1191,1,1
ANGELA,ANDERSON,175177167.0,2193.0,8,2000.0,8.0,7.0,,A001192,GPS,2000-08-07,2020-06-08,1192,0,0
JAMES,BROOKS,796553400.0,2194.0,5,1971.0,9.0,9.0,,A001193,GPS,1971-09-09,2020-04-05,1193,0,1
VIRGINIA,ELLIOTT,776797685.0,2195.0,48,1980.0,8.0,21.0,,A001194,CPS,1980-08-21,2018-11-01,1194,0,1
