firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral,true_entity_id,bin1,bin2
TIMOTHY,WILLIAMS,811139806.0,1054.0,36,1980.0,8.0,6.0,,D000053,CPS,1980-08-06,2019-10-11,53,0,0
FRANCISCO,HAWKINS,892932446.0,1342.0,12,1978.0,12.0,16.0,,V610102,GPS,1978-12-16,2018-01-14,341,1,1
JOSEPH,BROWN,317234855.0,1002.0,1,1982.0,12.0,7.0,,D000001,CPS,1982-12-07,2022-02-07,1,1,1
SVSAN,GARDNER,614258881.0,1312.0,65,1989.0,12.0,4.0,3.0,V560415,GPS,1989-12-04,2020-06-08,311,1,0
DIYA,CARTER,484431671.0,1031.0,10,1964.0,6.0,19.0,,V560639,CPS,1964-06-19,2019-06-14,30,1,1
MARY,LEWIS,158977390.0,1050.0,8,1985.0,2.0,12.0,,D000049,GPS,1985-02-12,2021-07-10,49,1,0
BERRY,SARAH,254076950.0,1027.0,64,1991.0,12.0,1.0,,V250647,GPS,1991-12-01,2019-05-08,26,0,0
TIMOTHY,ANDREWS,557350620.0,1081.0,13,2004.0,5.0,1.0,,D000080,GPS,2004-05-01,2020-07-15,80,1,1
PATRICIA,MILLER,181992566.0,1206.0,34,1998.0,5.0,28.0,,D000205,GPS,1998-05-28,2018-06-26,205,1,1
HONG,MARTIN,801592652.0,1035.0,38,2001.0,5.0,1.0,,D000034,GPS,2001-05-01,2019-11-10,34,0,1
WEI,GRAVES,260597585.0,1264.0,23,1968.0,12.0,22.0,,D000263,CPS,1968-12-22,2019-12-10,263,0,0
BARBARA,SUCN,760145413.0,1276.0,56,1971.0,11.0,28.0,,V603750,CPS,1971-11-28,2020-04-09,275,0,0
CARL,ROBERTS,441147425.0,1279.0,59,2002.0,7.0,16.0,,V389768,GPS,2002-07-16,2019-09-03,278,0,0
JEFFREY,BROWN,637717562.0,1092.0,39,1970.0,1.0,21.0,,D000091,GPS,1970-01-21,2020-11-04,91,0,1
ABEBE,CAMPBELL,778154106.0,1340.0,25,1965.0,7.0,23.0,,D000339,GPS,1965-07-23,2019-09-21,339,1,0
JAMES,HARRIS,868032513.0,1136.0,12,1984.0,4.0,10.0,,V445875,CPS,1984-04-10,2022-11-13,135,0,1
AHMED,MCDONALD,337460980.0,1053.0,40,1988.0,9.0,15.0,,D000052,GPS,1988-09-15,2018-06-07,52,1,0
DEBRA,HALL,267189521.0,1346.0,22,2004.0,3.0,28.0,,D000345,GPS,2004-03-28,2020-12-25,345,1,0
AMARA,HERNANDEZ,713777875.0,1265.0,29,1966.0,12.0,27.0,,D000264,CPS,1966-12-27,2019-08-05,264,0,1
OMAR,ROBINSON,985075368.0,1242.0,31,1994.0,4.0,26.0,,D000241,GPS,1994-04-26,2022-12-21,241,1,0
TARIQ,JOHNSON,805441698.0,1014.0,10,1966.0,1.0,7.0,,D000013,CPS,1966-01-07,2022-07-28,13,1,1
LINDA,ROSS,641597280.0,1316.0,52,1989.0,2.0,12.0,,D000315,CPS,1989-02-12,2019-02-10,315,1,0
WEI,BUTLER,334313688.0,1089.0,48,1997.0,7.0,5.0,,D000088,GPS,1997-07-05,2019-10-25,88,0,1
SEOJUN,ORTIZ,971435272.0,1148.0,5,1961.0,4.0,20.0,,V405695,GPS,1961-04-20,2018-03-19,147,1,1
MINSEO,ALLEN,522820799.0,1274.0,18,1994.0,12.0,14.0,,D000273,GPS,1994-12-14,2022-06-04,273,1,0
TYLER,GONZALEZ,126851292.0,1167.0,62,1996.0,3.0,19.0,,D000166,GPS,1996-03-19,2021-09-07,166,0,1
THUY,WANG,246584350.0,1329.0,27,1995.0,5.0,1.0,,D000328,CPS,1995-05-01,2019-04-21,328,0,0
RAHUL,SMITH,405529978.0,1333.0,5,1978.0,5.0,16.0,,V644273,GPS,1978-05-16,2018-02-08,332,0,0
MINSEO,SMITH,352600159.0,1135.0,14,1960.0,2.0,5.0,,D000134,CPS,1960-02-05,2018-02-09,134,0,1
WILLIAM,DIALLO,455166899.0,1307.0,46,2001.0,11.0,3.0,,D000306,CPS,2001-11-03,2021-02-03,306,0,0
MING,SMTIH,758022378.0,1283.0,45,1996.0,7.0,17.0,,V963252,CPS,1996-07-17,2021-11-13,282,0,0
JAVIER,WHITE,520876230.0,1320.0,50,1963.0,2.0,16.0,,D000319,GPS,1963-02-16,2022-04-13,319,1,1
MATTHEW,DANG,931804013.0,1244.0,51,1960.0,3.0,2.0,,D000243,CPS,1960-03-02,2019-02-28,243,1,1
RYAN,NASH,381312953.0,1055.0,50,1968.0,9.0,21.0,,D000054,GPS,1968-09-21,2022-10-28,54,1,0
CAMPBELL,BARBARA,697258941.0,1220.0,5,1992.0,7.0,22.0,,V547926,CPS,1992-07-22,2021-02-11,219,1,0
ROBERT,YANG,986140995.0,1051.0,58,1975.0,1.0,9.0,,D000050,GPS,1975-01-09,2021-03-28,50,0,1
MARY,WILLIAMS,985177159.0,1269.0,23,1961.0,1.0,8.0,,V995103,CPS,1961-01-08,2020-08-24,268,1,1
WEI,WILLIAMS,752664988.0,1175.0,54,1964.0,8.0,24.0,,D000174,GPS,1964-08-24,2021-08-14,174,0,1
MINQUN,TORERS,,1210.0,44,1988.0,1.0,19.0,,V711333,CPS,1988-01-19,2020-03-06,209,0,1
JOHN,MUNOZ,255649542.0,1190.0,51,1993.0,3.0,28.0,,D000189,GPS,1993-03-28,2018-06-09,189,0,0
MARTHA,SMITH,322180923.0,1101.0,17,1983.0,2.0,8.0,,V325293,GPS,1983-02-08,2021-03-28,100,0,1
MARY,BROWN,703203258.0,1188.0,20,1968.0,7.0,18.0,,D000187,CPS,1968-07-18,2022-05-07,187,1,1
ALEJANDRO,SHAW,445001282.0,1170.0,38,1962.0,9.0,7.0,,D000169,CPS,1962-09-07,2020-01-27,169,0,1
MARY,WILLIAMS,200440331.0,1059.0,25,1978.0,3.0,23.0,,D000058,CPS,1978-03-23,2019-09-02,58,1,0
REBECCA,WALKER,614927571.0,1049.0,11,2003.0,5.0,7.0,,D000048,GPS,2003-05-07,2020-12-26,48,0,1
SAMUEL,VEGA,978080341.0,1345.0,58,1972.0,7.0,27.0,,D000344,CPS,1972-07-27,2021-09-04,344,1,0
ALEXANDER,SHARMA,456549849.0,1236.0,20,1982.0,10.0,5.0,2.0,D000235,CPS,1982-10-05,2018-01-28,235,1,0
YONG,CAMPOS,184664766.0,1253.0,50,1964.0,7.0,5.0,,D000252,GPS,1964-07-05,2018-02-13,252,1,0
DAVID,MARTINEZ,833174598.0,1022.0,8,1982.0,1.0,13.0,,D000021,CPS,1982-01-13,2020-05-24,21,0,1
ELIZABETH,JOHNSON,446208162.0,1314.0,37,1987.0,1.0,23.0,,D000313,CPS,1987-01-23,2021-01-02,313,0,1
BARBARA,CAMPBELL,697258941.0,1220.0,5,1992.0,7.0,22.0,,V192125,CPS,1992-07-22,2021-03-02,219,1,1
MARY,JOHNSON,472623484.0,1161.0,50,1960.0,4.0,7.0,,D000160,CPS,1960-04-07,2021-11-05,160,1,1
MICHAEL,VARGAS,679991234.0,1277.0,7,1962.0,12.0,2.0,,D000276,GPS,1962-12-02,2019-01-14,276,1,0
MING,SMITH,494224102.0,73586.0,17,1982.0,7.0,10.0,,D000098,GPS,1982-07-10,2020-01-12,351,1,0
MING,ROBERTS,556563431.0,1192.0,38,1999.0,6.0,3.0,,D000191,GPS,1999-06-03,2022-08-01,191,0,0
HUY,ROBERTSON,862652456.0,1229.0,46,2003.0,12.0,4.0,,V856175,GPS,2003-12-04,2019-01-07,228,1,1
MARY,DAVIS,189876229.0,1294.0,51,1985.0,12.0,14.0,,D000293,GPS,1985-12-14,2020-09-05,293,1,1
JAMES,GREN,918488781.0,1150.0,66,1962.0,3.0,17.0,,V504145,CPS,1962-03-17,2020-03-04,149,0,1
PAUL,ANDERSON,281879291.0,1344.0,57,1982.0,6.0,23.0,,D000343,GPS,1982-06-23,2021-09-13,343,1,0
MARY,WILLIAMS,714323438.0,1258.0,11,1999.0,4.0,14.0,,D000257,CPS,1999-04-14,2018-12-15,257,0,0
JOHN,EDWARDS,387219239.0,1309.0,61,1997.0,6.0,15.0,,D000308,GPS,1997-06-15,2020-11-02,308,1,0
JAMES,GREEN,918488781.0,1150.0,66,1962.0,3.0,17.0,,D000149,CPS,1962-03-17,2019-09-12,149,0,1
WEI,WHITE,718721239.0,1131.0,11,1985.0,4.0,27.0,,D000130,GPS,1985-04-27,2019-01-22,130,0,1
JEREMY,GARDNER,760725372.0,1152.0,36,1986.0,7.0,6.0,,D000151,GPS,1986-07-06,2022-07-21,151,1,0
YONG,STEWART,605340454.0,1010.0,60,1972.0,11.0,2.0,,V686888,CPS,1972-11-02,2020-10-17,9,0,0
DENISE,ROGERS,397662167.0,1100.0,23,1993.0,8.0,10.0,,D000099,GPS,1993-08-10,2021-08-16,99,1,1
RYAN,NIASH,381312953.0,1055.0,50,1968.0,9.0,21.0,,V216511,GPS,1968-09-21,2021-12-08,54,1,0
SARAH,YOON,857083335.0,1088.0,59,1991.0,2.0,17.0,,D000087,GPS,1991-02-17,2022-02-09,87,0,1
LISA,JOHNSON,890529160.0,1278.0,22,1986.0,4.0,3.0,3.0,V896148,CPS,1986-04-03,2021-03-26,277,1,1
SHIRLEY,JOHNSON,716105865.0,1331.0,46,1973.0,6.0,9.0,,D000330,GPS,1973-06-09,2021-12-23,330,1,1
SANJAY,HOWARD,502463400.0,1215.0,31,1972.0,8.0,5.0,,D000214,GPS,1972-08-05,2022-04-23,214,1,0
JAMES,COTRERAS,767544769.0,1281.0,44,1964.0,2.0,3.0,,V978304,GPS,1964-02-03,2019-09-14,280,1,1
AMANDA,KING,199566520.0,1122.0,25,1995.0,5.0,13.0,,D000121,GPS,1995-05-13,2020-06-22,121,1,1
JOSEPH,BROWN,317234855.0,1002.0,1,1982.0,12.0,7.0,,V409831,CPS,1982-12-07,2021-12-01,1,1,0
JUSTIN,GRAHAM,330096304.0,1021.0,61,1976.0,4.0,1.0,,D000020,CPS,1976-04-01,2022-07-09,20,0,0
STEPHEN,BROWN,154205202.0,1189.0,43,2001.0,9.0,22.0,,D000188,GPS,2001-09-22,2020-06-11,188,0,1
RICHARD,SMITH,236336105.0,1072.0,16,2002.0,5.0,11.0,,D000071,GPS,2002-05-11,2018-11-07,71,0,0
YONG,TERRY,877571645.0,1107.0,60,1986.0,7.0,18.0,,D000106,GPS,1986-07-18,2022-05-15,106,1,0
JAMES,HARRISON,319387830.0,1271.0,28,1978.0,1.0,3.0,,D000270,GPS,1978-01-03,2018-06-13,270,1,1
MINSEO,RAMOS,333495855.0,1349.0,37,1999.0,11.0,4.0,,D000348,CPS,1999-11-04,2020-05-23,348,1,1
JIXMIN,JOHNSON,728370752.0,1063.0,51,1971.0,3.0,14.0,,V566893,CPS,1971-03-14,2022-06-16,62,1,1
JOHN,PATEL,534366903.0,1103.0,11,1975.0,4.0,7.0,,D000102,GPS,1975-04-07,2021-09-07,102,0,1
